# ExoFOP-TESS TOI snapshot, regenerated 2026-05-13 00:31 UTC
# Source: ExoFOP-TESS, NExScI/Caltech-IPAC
# Endpoint: https://exofop.ipac.caltech.edu/tess/download_toi.php?sort=toi&output=pipe
# Count: 7931 TOIs
# Columns: toi | tic | st_teff | st_logg | st_met (tab-separated)
# Used by sco-ldc as a fallback when the live ExoFOP fetch fails.
700.01	150428135	3482	4.438	
700.02	150428135	3482	4.438	
700.03	150428135	3482	4.438	
700.04	150428135	3482	4.438	
701.01	219239945	5837	4.37713	
702.01	237914496	4015	4.61505	
703.01	237928815	5384	4.54758	
703.02	237928815	5384	4.54758	
704.01	260004324	3625	4.7833	
705.01	391904697	5249.18	4.68369	0.257849
706.01	219345200	5709.6	3.53	-0.43
707.01	167342439	5409.22	4.46229	0.327557
707.02	167342439	5409.22	4.46229	0.327557
708.01	391821647	6636	4.60452	
709.01	396720998	50000	5.80276	
709.02	396720998	50000	5.80276	
710.01	309402106	7053	4.22463	
711.01	38510224	4356	4.60471	
711.02	38510224	4356	4.60471	
712.01	150151262	4504	4.58833	
712.02	150151262	4504	4.58833	
712.03	150151262	4504	4.58833	
712.04	150151262	4504	4.58833	
713.01	167600516	4316.7	4.60858	
713.02	167600516	4316.7	4.60858	
714.01	219195044	3782	4.438	
714.02	219195044	3782	4.438	
715.01	271971130	3075	4.438	
716.01	119081096	3776	4.72	
717.01	275248683	3788.4	4.87	
718.01	150247134	5031		
719.01	184952758	5653	4.46	
720.01	131419878	6482.3	4.21	
721.01	38571020	6008.62	4.21807	-0.159903
722.01	38509907	4082	4.63162	
723.01	177077336	4907.96	4.57809	0.0501746
724.01	339961200	5330	4.51	
725.01	410245915	6173.3	4.22	
726.01	174143743	6629	4.41	
727.01	149788158	3653	4.74	
727.02	149788158	3653	4.74	
728.01	96097215	5648		
729.01	144138509	6023.2	4.05	-0.57
730.01	11561667	4105	4.438	
731.01	34068865	3518	4.82492	
732.01	36724087	3329	4.94957	
732.02	36724087	3329	4.94957	
733.01	106402532	5969	4.5172	
734.01	146846569	3010	5.10976	
735.01	150271680	5316.6	3.88	-0.82
736.01	181804752	2940	5.14315	
736.02	181804752	2940	5.14315	
737.01	219189765	3394	4.9186	
738.01	260304800	5324	4.43563	
739.01	279425357	6083.61	4.3203	-0.617295
740.01	310009611	5776	4.40631	
741.01	359271092	3766	4.75957	
742.01	373424049	8688	4.32187	
743.01	434486077	5156	4.46838	
744.01	437242640	5700	4.50578	0.04
745.01	444842193	5741	4.47122	
746.01	167418903	5614.9	4.47	-0.159866
747.01	15445551	6271	4.08214	
748.01	104024556	7000	4.13412	
749.01	5868998	3602	4.8169	
750.01	14614418	5600	4.43826	
751.01	14661418	4803	4.64154	0.024189
752.01	61538902	5900	4.52994	
753.01	61988212	5591	4.38111	
754.01	72985822	6214	4.26729	0.188862
755.01	73228647	6003	4.47356	
755.02	73228647	6003	4.47356	
756.01	73649615	3614	4.81257	-0.475514
757.01	130924120	5499	4.39962	
758.01	131081852	6072	4.29177	
759.01	152147232	6107	4.11585	
760.01	162362398	7852	4.20409	
761.01	165317334	4368	4.56706	
